Filename,Extension,Category,File Size,Duration,Creation Date,Original Path,SHA256,Is Duplicate,Duplicate Of,Lines,Chars,Width,Height,DPI,Mode,Bitrate,Sample Rate
cleanup_temp_files.sh,.sh,Script,1.80 KB,,05-10-26,/Users/steven/scripts/archive-old/cleanup_temp_files.sh,,False,,60,1840,,,,,,
carbon-batch-v2.sh,.sh,Script,2.87 KB,,05-10-26,/Users/steven/scripts/archive-old/carbon-batch-v2.sh,,False,,126,2938,,,,,,
carbon-automation.sh,.sh,Script,13.40 KB,,05-10-26,/Users/steven/scripts/archive-old/carbon-automation.sh,,False,,465,13704,,,,,,
setup_project.sh,.sh,Script,2.07 KB,,05-10-26,/Users/steven/scripts/archive-old/setup_project.sh,,False,,81,2123,,,,,,
convert_webp_advanced.sh,.sh,Script,1.04 KB,,05-10-26,/Users/steven/scripts/archive-old/convert_webp_advanced.sh,,False,,40,1052,,,,,,
schedule_updates.sh,.sh,Script,3.80 KB,,05-10-26,/Users/steven/scripts/archive-old/schedule_updates.sh,,False,,138,3863,,,,,,
new_automated_cleanup.sh,.sh,Script,6.21 KB,,05-10-26,/Users/steven/scripts/archive-old/new_automated_cleanup.sh,,False,,205,6322,,,,,,
setup-bun.sh,.sh,Script,568.00 B,,05-10-26,/Users/steven/scripts/archive-old/setup-bun.sh,,False,,25,557,,,,,,
carbon-batch-v3.sh,.sh,Script,345.00 B,,05-10-26,/Users/steven/scripts/archive-old/carbon-batch-v3.sh,,False,,11,345,,,,,,
sort-bak.sh,.sh,Script,1.74 KB,,05-10-26,/Users/steven/scripts/archive-old/sort-bak.sh,,False,,74,1778,,,,,,
update_qwen_history.sh,.sh,Script,490.00 B,,05-10-26,/Users/steven/scripts/archive-old/update_qwen_history.sh,,False,,16,490,,,,,,
git_repository_cleanup_script.sh,.sh,Script,7.06 KB,,05-10-26,/Users/steven/scripts/archive-old/git_repository_cleanup_script.sh,,False,,239,7219,,,,,,
setup_all_projects.sh,.sh,Script,5.02 KB,,05-10-26,/Users/steven/scripts/archive-old/setup_all_projects.sh,,False,,136,4108,,,,,,
execute_all_content_aware_rename_fixed.sh,.sh,Script,10.44 KB,,05-10-26,/Users/steven/scripts/archive-old/execute_all_content_aware_rename_fixed.sh,,False,,303,10528,,,,,,
setup_env.sh,.sh,Script,628.00 B,,05-10-26,/Users/steven/scripts/archive-old/setup_env.sh,,False,,25,628,,,,,,
cleanup_conda_envs.sh,.sh,Script,1.01 KB,,05-10-26,/Users/steven/scripts/archive-old/cleanup_conda_envs.sh,,False,,39,1030,,,,,,
convert.sh,.sh,Script,1.06 KB,,05-10-26,/Users/steven/scripts/archive-old/convert.sh,,False,,42,1082,,,,,,
setup-yarn.sh,.sh,Script,564.00 B,,05-10-26,/Users/steven/scripts/archive-old/setup-yarn.sh,,False,,25,553,,,,,,
cleanup_app_integration.sh,.sh,Script,12.18 KB,,05-10-26,/Users/steven/scripts/archive-old/cleanup_app_integration.sh,,False,,372,12350,,,,,,
check-update.sh,.sh,Script,6.44 KB,,05-10-26,/Users/steven/scripts/archive-old/check-update.sh,,False,,246,6571,,,,,,
comprehensive_content_aware_rename.sh,.sh,Script,8.68 KB,,05-10-26,/Users/steven/scripts/archive-old/comprehensive_content_aware_rename.sh,,False,,242,8667,,,,,,
enhanced_disk_cleanup.sh,.sh,Script,10.00 KB,,05-10-26,/Users/steven/scripts/archive-old/enhanced_disk_cleanup.sh,,False,,272,10153,,,,,,
ollama_main_only.sh,.sh,Script,5.07 KB,,05-10-26,/Users/steven/scripts/archive-old/ollama_main_only.sh,,False,,170,5088,,,,,,
setup_python_311.sh,.sh,Script,2.62 KB,,05-10-26,/Users/steven/scripts/archive-old/setup_python_311.sh,,False,,89,2653,,,,,,
complete_content_aware_rename.sh,.sh,Script,11.50 KB,,05-10-26,/Users/steven/scripts/archive-old/complete_content_aware_rename.sh,,False,,338,11584,,,,,,
setup-api-keys-final.sh,.sh,Script,12.74 KB,,05-10-26,/Users/steven/scripts/archive-old/setup-api-keys-final.sh,,False,,396,12386,,,,,,
carbon-render-common-v2.sh,.sh,Script,6.20 KB,,05-10-26,/Users/steven/scripts/archive-old/carbon-render-common-v2.sh,,False,,214,6345,,,,,,
setup_1.sh,.sh,Script,11.90 KB,,05-10-26,/Users/steven/scripts/archive-old/setup_1.sh,,False,,469,11886,,,,,,
ollama_install.sh,.sh,Script,465.00 B,,05-10-26,/Users/steven/scripts/archive-old/ollama_install.sh,,False,,13,465,,,,,,
updater.sh,.sh,Script,7.53 KB,,05-10-26,/Users/steven/scripts/archive-old/updater.sh,,False,,260,7686,,,,,,
cleanup.sh,.sh,Script,8.72 KB,,05-10-26,/Users/steven/scripts/archive-old/cleanup.sh,,False,,308,8876,,,,,,
cleanup_duplicates.sh,.sh,Script,1.69 KB,,05-10-26,/Users/steven/scripts/archive-old/cleanup_duplicates.sh,,False,,45,1731,,,,,,
convert_webm_to_mp3.sh,.sh,Script,842.00 B,,05-10-26,/Users/steven/scripts/archive-old/convert_webm_to_mp3.sh,,False,,29,842,,,,,,
aggressive_git_cleanup.sh,.sh,Script,5.50 KB,,05-10-26,/Users/steven/scripts/archive-old/aggressive_git_cleanup.sh,,False,,185,5630,,,,,,
convert_webp_to_jpeg.sh,.sh,Script,783.00 B,,05-10-26,/Users/steven/scripts/archive-old/convert_webp_to_jpeg.sh,,False,,24,783,,,,,,
rename_files.sh,.sh,Script,42.87 KB,,05-10-26,/Users/steven/scripts/archive-old/rename_files.sh,,False,,235,43841,,,,,,
rename_finalization_2026-04-22.md,.md,Doc,630.00 B,,05-10-26,/Users/steven/scripts/reports/rename_finalization_2026-04-22.md,,False,,,,,,,,,
remaining_rename_candidates_2026-04-22.csv,.csv,Data,11.54 KB,,05-10-26,/Users/steven/scripts/reports/remaining_rename_candidates_2026-04-22.csv,,False,,,,,,,,,
real_scripts_remaining_rename_candidates_2026-04-22.txt,.txt,Text,2.53 KB,,05-10-26,/Users/steven/scripts/reports/real_scripts_remaining_rename_candidates_2026-04-22.txt,,False,,,,,,,,,
rename_net_state_2026-04-22.csv,.csv,Data,5.37 KB,,05-10-26,/Users/steven/scripts/reports/rename_net_state_2026-04-22.csv,,False,,,,,,,,,
carbon-batch.sh,.sh,Script,3.19 KB,,05-10-26,/Users/steven/scripts/archive-old/carbon-batch.sh,,False,,126,3236,,,,,,
rename_map_2026-04-22.txt,.txt,Text,1.26 KB,,05-10-26,/Users/steven/scripts/reports/rename_map_2026-04-22.txt,,False,,,,,,,,,
script_rename_map_2026-04-22.csv,.csv,Data,51.05 KB,,05-10-26,/Users/steven/scripts/reports/script_rename_map_2026-04-22.csv,,False,,,,,,,,,
shim_aliases_remaining_2026-04-22.txt,.txt,Text,2.75 KB,,05-10-26,/Users/steven/scripts/reports/shim_aliases_remaining_2026-04-22.txt,,False,,,,,,,,,
LICENSE,,Other,1.04 KB,,05-10-26,/Users/steven/scripts/bundles/ai-ops-command-center/LICENSE,,False,,,,,,,,,
CHANGELOG.md,.md,Doc,3.43 KB,,05-10-26,/Users/steven/scripts/bundles/ai-ops-command-center/CHANGELOG.md,,False,,,,,,,,,
INSTALL.md,.md,Doc,7.63 KB,,05-10-26,/Users/steven/scripts/bundles/ai-ops-command-center/INSTALL.md,,False,,,,,,,,,
README.md,.md,Doc,14.64 KB,,05-10-26,/Users/steven/scripts/bundles/ai-ops-command-center/README.md,,False,,,,,,,,,
LICENSE,,Other,1.04 KB,,05-10-26,/Users/steven/scripts/bundles/mac-maintenance-pro/LICENSE,,False,,,,,,,,,
CHANGELOG.md,.md,Doc,4.15 KB,,05-10-26,/Users/steven/scripts/bundles/mac-maintenance-pro/CHANGELOG.md,,False,,,,,,,,,
bundle-manifest.json,.json,Data,10.88 KB,,05-10-26,/Users/steven/scripts/bundles/ai-ops-command-center/bundle-manifest.json,,False,,,,,,,,,
INSTALL.md,.md,Doc,8.23 KB,,05-10-26,/Users/steven/scripts/bundles/mac-maintenance-pro/INSTALL.md,,False,,,,,,,,,
bundle-manifest.json,.json,Data,5.39 KB,,05-10-26,/Users/steven/scripts/bundles/mac-maintenance-pro/bundle-manifest.json,,False,,,,,,,,,
README.md,.md,Doc,16.91 KB,,05-10-26,/Users/steven/scripts/bundles/mac-maintenance-pro/README.md,,False,,,,,,,,,
deprecated-8QBXw81471.png,.png,Image,998.22 KB,,05-10-26,/Users/steven/scripts/CarbonCards/deprecated-8QBXw81471.png,,False,,,,2048,3834,,RGBA,,
product-image-fY1AOpuYWA.png,.png,Image,532.87 KB,,05-10-26,/Users/steven/scripts/CarbonCards/product-image-fY1AOpuYWA.png,,False,,,,1982,2644,,RGBA,,
